	Coef_skin_sun_exposed_lower_leg	Gene_name
ENSG00000156959.8	2.2075930542985254	LHFPL4
ENSG00000070019.4	1.1059100989348183	GUCY2C
ENSG00000048540.14	1.0343307015112198	LMO3
ENSG00000154162.14	-1.0178731523869984	CDH12
ENSG00000255442.1	0.8842054658916361	Gene symbol not found
ENSG00000104044.15	-0.8475638426962187	OCA2
ENSG00000278318.4	-0.7997843128686157	ZNF229
ENSG00000224810.1	-0.7689138988432065	Gene symbol not found
ENSG00000124253.10	-0.7505481385563718	PCK1
ENSG00000244694.7	0.7484462322951086	PTCHD4
ENSG00000181690.7	-0.7040827975241304	PLAG1
ENSG00000246627.6	0.6873239105123856	
ENSG00000226057.6	0.6076485949090527	PHF2P2
ENSG00000114378.16	0.5829998441525783	HYAL1
ENSG00000176998.4	0.5789638781914495	HCG4
ENSG00000267733.5	0.5757245805619704	Gene symbol not found
ENSG00000007372.21	0.5754502281933886	PAX6
ENSG00000180155.19	-0.575077895680747	LYNX1
ENSG00000185008.17	-0.5422965821194212	ROBO2
ENSG00000176153.11	-0.5382029940972322	GPX2
ENSG00000229375.1	0.5345889011094275	USP24P1
ENSG00000112333.11	0.5340388943688333	NR2E1
ENSG00000207296.1	0.5328505863266578	RNU6-140P
ENSG00000271447.5	0.5293043039612348	MMP28
ENSG00000267508.5	-0.5165905527235286	ZNF285
ENSG00000110092.3	0.5149477847833421	CCND1
ENSG00000100321.14	-0.5012852685604551	SYNGR1
ENSG00000261104.1	-0.5004183910152905	Gene symbol not found
ENSG00000072818.11	0.4609851958635958	ACAP1
ENSG00000254043.1	-0.4547241392487545	Gene symbol not found
ENSG00000179151.11	-0.4503031723325194	EDC3
ENSG00000235961.5	-0.4481389254662241	PNMA6A
ENSG00000105520.10	-0.43963079343681166	PLPPR2
ENSG00000235903.7	-0.42905493040757586	CPB2-AS1
ENSG00000136378.14	0.42669445504646336	ADAMTS7
ENSG00000114405.10	-0.42146098514916486	CEP15
ENSG00000172667.10	0.41570045056255644	ZMAT3
ENSG00000164099.3	-0.4095588813478314	PRSS12
ENSG00000235933.1	0.4081768505109672	LINC01779
ENSG00000163564.14	0.397704346486571	PYHIN1
ENSG00000112852.6	0.3968484008374772	PCDHB2
ENSG00000146521.9	0.3945782248448907	
ENSG00000143320.8	0.3919400382061165	CRABP2
ENSG00000278937.1	-0.38789781633678533	
ENSG00000184990.12	-0.373664883818601	SIVA1
ENSG00000128311.13	0.3671988400124497	TST
ENSG00000158023.9	0.36521926181047254	CFAP251
ENSG00000162722.8	0.3616859222890531	TRIM58
ENSG00000119042.16	0.36134837815082843	SATB2
