	Coef_brain_cortex	Gene_name
ENSG00000151650.7	0.2859728069144033	VENTX
ENSG00000131080.14	0.25358253020563726	EDA2R
ENSG00000252581.1	0.24378267395382613	RNU6-1098P
ENSG00000208005.1	-0.23133910527339685	MIR503
ENSG00000267544.1	-0.21112614736797655	HIKESHIP2
ENSG00000233429.9	0.20020524351627492	HOTAIRM1
ENSG00000255836.1	-0.19989234608252052	Gene symbol not found
ENSG00000197376.2	0.19048037744580004	Gene symbol not found
ENSG00000259124.1	-0.18486314927451106	Gene symbol not found
ENSG00000088836.12	0.1815640513569675	SLC4A11
ENSG00000187013.4	0.1785241891987817	LINC02875
ENSG00000207186.1	0.17478522529851487	RNA5SP122
ENSG00000259792.1	0.16783349971226255	Gene symbol not found
ENSG00000163071.10	0.16693008478211363	SPATA18
ENSG00000267773.1	-0.16647242051962285	Gene symbol not found
ENSG00000267799.1	-0.16633757736912946	MAN1A2P1
ENSG00000280710.2	-0.16581541974040923	
ENSG00000248476.1	-0.16082665641140015	BACH1-IT1
ENSG00000228526.6	0.16030160984918873	MIR34AHG
ENSG00000278318.4	-0.15785505677360392	ZNF229
ENSG00000173908.8	-0.1576712656822459	KRT28
ENSG00000230453.9	0.1527711734442856	ANKRD18B
ENSG00000202517.1	-0.1493022128339375	Gene symbol not found
ENSG00000283377.1	-0.1481083755666325	Gene symbol not found
ENSG00000172426.15	-0.14735899194566723	RSPH9
ENSG00000254294.1	-0.14561520445539766	IMPDH1P6
ENSG00000274904.1	-0.14326584992131505	Gene symbol not found
ENSG00000230931.2	-0.14322341000402003	GXYLT1P1
ENSG00000248646.1	-0.14240929094479068	
ENSG00000255794.7	0.142258680101497	RMST
ENSG00000277697.1	-0.14154843514714943	
ENSG00000244308.2	-0.14117355185821848	RN7SL762P
ENSG00000196862.9	-0.14104397658675752	RGPD4
ENSG00000258550.1	-0.1405243217238147	OR7E106P
ENSG00000276556.1	-0.14048205569257358	Gene symbol not found
ENSG00000259742.1	-0.14046708153789014	Gene symbol not found
ENSG00000214121.4	-0.1400305629609961	PRDX1P1
ENSG00000168418.7	0.13934721676015777	KCNG4
ENSG00000273687.1	0.1379121245113687	Gene symbol not found
ENSG00000225075.1	0.1375646762289551	Gene symbol not found
ENSG00000207010.1	-0.13689590709705088	RNU6-318P
ENSG00000164399.4	-0.13680986871391773	IL3
ENSG00000236380.5	-0.1360120740865346	VENTXP7
ENSG00000253642.5	0.13217583518067694	Gene symbol not found
ENSG00000162722.8	-0.13176529360534983	TRIM58
ENSG00000224566.2	-0.13049611338974484	CIAO2AP2
ENSG00000120289.11	-0.12876435995051197	MAGEB4
ENSG00000172680.1	-0.12835636287886326	MOS
ENSG00000267726.1	-0.12715962812558568	LINC02565
ENSG00000178343.4	0.1271530675850067	SHISA3
