	Coef_heart_atrial_appendage	Gene_name
ENSG00000261292.2	0.7619374071360209	Gene symbol not found
ENSG00000177791.11	0.6967988467195196	MYOZ1
ENSG00000151136.14	-0.679603763801554	ABTB3
ENSG00000228034.1	-0.6255545972249791	HMGN2P21
ENSG00000131080.14	0.6167187592793887	EDA2R
ENSG00000226816.2	-0.5897964980744621	Gene symbol not found
ENSG00000074211.13	-0.5771368513988593	PPP2R2C
ENSG00000102924.11	-0.5737198143246217	CBLN1
ENSG00000244694.7	0.5708489137833916	PTCHD4
ENSG00000244681.1	0.5666028384342904	MTHFD2P1
ENSG00000250337.5	0.5329743556768404	PURPL
ENSG00000234546.3	0.49710144264580436	LNCTAM34A
ENSG00000163898.9	0.4891662159699062	LIPH
ENSG00000138650.8	0.48608775077416505	PCDH10
ENSG00000222705.1	-0.4841972034231526	RN7SKP39
ENSG00000250241.5	0.47839300811538166	PCDH10-DT
ENSG00000080224.17	0.472724406634082	EPHA6
ENSG00000133640.18	0.46654838455816894	LRRIQ1
ENSG00000237978.5	0.4510679263193638	KCNMB2-AS1
ENSG00000178075.19	0.43774013725999206	GRAMD1C
ENSG00000111664.10	0.4352128157263775	GNB3
ENSG00000171094.16	0.42785477766278324	ALK
ENSG00000164695.4	-0.4205780620865224	CHMP4C
ENSG00000244306.10	0.4105175717647141	DUXAP10
ENSG00000235570.1	-0.40234950862282565	LINC00533
ENSG00000167766.18	-0.39872915382168894	ZNF83
ENSG00000133816.13	0.3894242467414218	MICAL2
ENSG00000048540.14	0.38786999649863896	LMO3
ENSG00000242173.8	0.38622797177958806	ARHGDIG
ENSG00000249738.8	-0.38446367065526693	Gene symbol not found
ENSG00000181104.6	-0.37628181125130367	F2R
ENSG00000273356.1	0.37282497340201737	LINC02019
ENSG00000151746.13	-0.36957374329429815	BICD1
ENSG00000174326.11	-0.35116517021424876	SLC16A11
ENSG00000106302.9	0.3444786860038025	HYAL4
ENSG00000163453.11	-0.34190506115879654	IGFBP7
ENSG00000233613.5	0.3386905986719903	DCUN1D2-AS
ENSG00000228526.6	0.3299955166718262	MIR34AHG
ENSG00000186105.7	-0.32504492716907807	LRRC70
ENSG00000182492.15	-0.31512292253185936	BGN
ENSG00000228828.1	0.312273745128511	TLK2P2
ENSG00000073060.15	0.31110388113881876	SCARB1
ENSG00000122176.10	-0.3089525232991325	FMOD
ENSG00000259054.1	-0.3053260002111699	LINC02332
ENSG00000145246.13	-0.3036967241353816	ATP10D
ENSG00000106686.16	-0.3018710231559659	SPATA6L
ENSG00000102886.14	-0.2995392204194745	GDPD3
ENSG00000163071.10	0.2932785084088588	SPATA18
ENSG00000204387.12	-0.29269658589529046	SNHG32
